index,Unnamed: 0,VIN_(1-10),country,city,state,postal_code,model_year,make,model,electric_vehicle_type,clean_alternative_fuel_vehicle_eligibility,electric_range,base_MSRP,legislative_district,DOL_vehicle_ID,vehicle_location,electric_utility,2020_census_tract
0,0,2C4RC1N71H,Kitsap,Bremerton,WA,98311.0,2017,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,23.0,349437882,POINT (-122.6466274 47.6341188),PUGET SOUND ENERGY INC,53035091800.0
1,1,2C4RC1N7XL,Stevens,Colville,WA,99114.0,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,7.0,154690532,POINT (-117.90431 48.547075),AVISTA CORP,53065950500.0
2,2,KNDC3DLCXN,Yakima,Yakima,WA,98908.0,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14.0,219969144,POINT (-120.6027202 46.5965625),PACIFICORP,53077000904.0
3,3,5YJ3E1EA0J,Kitsap,Bainbridge Island,WA,98110.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,23.0,476786887,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035091001.0
4,4,1N4AZ1CP7J,Thurston,Tumwater,WA,98501.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,35.0,201185253,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067011720.0
5,5,KNDCC3LG6K,Kitsap,Port Orchard,WA,98367.0,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,26.0,478017067,POINT (-122.6847073 47.50524),PUGET SOUND ENERGY INC,53035092902.0
6,6,WMZYU7C51K,Yakima,Yakima,WA,98902.0,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,12,36900,14.0,146830148,POINT (-120.524012 46.5973939),PACIFICORP,53077001000.0
7,7,7SAYGDEF8N,Yakima,Yakima,WA,98901.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,15.0,207786505,POINT (-120.500225 46.6043),PACIFICORP,53077001601.0
8,8,JTDKN3DP1C,Kitsap,Olalla,WA,98359.0,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,0,26.0,284893416,POINT (-122.54483 47.41801),PUGET SOUND ENERGY INC,53035092803.0
9,9,5YJ3E1EB1M,Kitsap,Poulsbo,WA,98370.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23.0,211699309,POINT (-122.64177 47.737525),PUGET SOUND ENERGY INC,53035940100.0
10,10,1N4BZ0CP4G,Kitsap,Bainbridge Island,WA,98110.0,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,23.0,159844121,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035090700.0
11,11,1FADP5CU8G,Thurston,Rainier,WA,98576.0,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,2.0,477478004,POINT (-122.6898776 46.8908492),PUGET SOUND ENERGY INC,53067012531.0
12,12,1N4AZ0CP5G,Kitsap,Bremerton,WA,98312.0,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,35.0,107494789,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035080600.0
13,13,1N4AZ1CP3K,Thurston,Olympia,WA,98513.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,2.0,168526641,POINT (-122.817545 46.98876),PUGET SOUND ENERGY INC,53067011624.0
14,14,5YJSA1E21J,Island,Clinton,WA,98236.0,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,10.0,476056199,POINT (-122.359364 47.9796552),PUGET SOUND ENERGY INC,53029972000.0
15,15,YV4BR0CL3N,Snohomish,Bothell,WA,98021.0,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,1.0,194401833,POINT (-122.179458 47.802589),PUGET SOUND ENERGY INC,53061051937.0
16,16,1N4AZ0CP6D,Island,Langley,WA,98260.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,10.0,349588004,POINT (-122.408015 48.03557),PUGET SOUND ENERGY INC,53029972000.0
17,17,5YJSA1E21H,Chelan,Manson,WA,98831.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,12.0,324336855,POINT (-120.1531 47.885505),PUD NO 1 OF CHELAN COUNTY,53007960400.0
18,18,1N4BZ1BV2N,Whitman,Pullman,WA,99163.0,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,9.0,206935760,POINT (-117.17912 46.730885),AVISTA CORP,53075000201.0
19,19,1N4AZ0CP1D,King,Seattle,WA,98121.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,36.0,169392359,POINT (-122.344125 47.61546),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008002.0
20,20,5YJXCAE26J,Snohomish,Lynnwood,WA,98036.0,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,1.0,239757577,POINT (-122.316675 47.819365),PUGET SOUND ENERGY INC,53061051929.0
21,21,1FADP5CU7D,Kitsap,Port Orchard,WA,98367.0,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,35.0,135914152,POINT (-122.6847073 47.50524),PUGET SOUND ENERGY INC,53035092901.0
22,22,1G1RH6E46E,Kitsap,Bremerton,WA,98311.0,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,23.0,180762949,POINT (-122.6466274 47.6341188),PUGET SOUND ENERGY INC,53035091500.0
23,23,1N4BZ0CP7G,Kitsap,Olalla,WA,98359.0,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,26.0,126520712,POINT (-122.54483 47.41801),PUGET SOUND ENERGY INC,53035092701.0
24,24,5YJYGDEE5L,Snohomish,Bothell,WA,98012.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,21.0,113378968,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061051927.0
25,25,1N4AZ0CP9F,Thurston,Olympia,WA,98501.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,22.0,106513102,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067010700.0
26,26,3C3CFFGEXG,King,Seattle,WA,98126.0,2016,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,34.0,8688340,POINT (-122.374105 47.54468),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011500.0
27,27,1G1FZ6S02K,Skagit,Anacortes,WA,98221.0,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,40.0,230075835,POINT (-122.615305 48.501275),PUGET SOUND ENERGY INC,53057940301.0
28,28,KNDCM3LD8K,King,Seattle,WA,98144.0,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,37.0,228689765,POINT (-122.30823 47.581975),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010002.0
29,29,1G1FY6S08L,Snohomish,Monroe,WA,98272.0,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,39.0,219285069,POINT (-121.972215 47.85674),PUGET SOUND ENERGY INC,53061052207.0
30,30,5YJ3E1EB7L,Whitman,Pullman,WA,99163.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,9.0,229704618,POINT (-117.17912 46.730885),AVISTA CORP,53075000601.0
31,31,5YJXCAE21G,Chelan,Leavenworth,WA,98826.0,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,12.0,348632413,POINT (-120.6619153 47.5970083),PUD NO 1 OF CHELAN COUNTY,53007960501.0
32,32,WA1VABGE2K,Snohomish,Mukilteo,WA,98275.0,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,0,21.0,478208706,POINT (-122.299965 47.94171),PUGET SOUND ENERGY INC,53061042001.0
33,33,JTDKARFP6H,Snohomish,Arlington,WA,98223.0,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,39.0,231154178,POINT (-122.12324 48.19485),PUGET SOUND ENERGY INC,53061052701.0
34,34,WAUTPBFF2J,Snohomish,Everett,WA,98208.0,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,44.0,215682085,POINT (-122.2247757 47.9156409),PUGET SOUND ENERGY INC,53061041701.0
35,35,5YJ3E1EC2L,Snohomish,Bothell,WA,98021.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,1.0,111732085,POINT (-122.179458 47.802589),PUGET SOUND ENERGY INC,53061051937.0
36,36,KNDCE3LG6L,Thurston,Olympia,WA,98516.0,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,22.0,145481024,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012225.0
37,37,5YJ3E1EA9J,King,Redmond,WA,98052.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,48.0,118140830,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032330.0
38,38,1N4BZ1CPXK,Snohomish,Everett,WA,98201.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,38.0,126126899,POINT (-122.20722 47.979935),PUGET SOUND ENERGY INC,53061040400.0
39,39,5YJ3E1EA0J,Skagit,Bow,WA,98232.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,40.0,138184203,POINT (-122.440636 48.5613885),PUGET SOUND ENERGY INC,53057951900.0
40,40,5YJ3E1EA1L,Snohomish,Lake Stevens,WA,98258.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,39.0,7917801,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061053505.0
41,41,3C3CFFGE8F,Island,Langley,WA,98260.0,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,0,10.0,474038764,POINT (-122.408015 48.03557),PUGET SOUND ENERGY INC,53029972000.0
42,42,5YJ3E1EB3J,Snohomish,Lynnwood,WA,98087.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,21.0,473903349,POINT (-122.2551991 47.8650827),PUGET SOUND ENERGY INC,53061051804.0
43,43,WBA33AG02P,Snohomish,Lake Stevens,WA,98258.0,2023,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,44.0,241675262,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061052506.0
44,44,JTDKARFP4L,Snohomish,Bothell,WA,98012.0,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,1.0,199348558,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061051936.0
45,45,5YJ3E1EB7M,Stevens,Colville,WA,99114.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,7.0,139638901,POINT (-117.90431 48.547075),AVISTA CORP,53065950300.0
46,46,JN1AZ0CP2B,Snohomish,Mountlake Terrace,WA,98043.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,1.0,107021771,POINT (-122.30842 47.78416),PUGET SOUND ENERGY INC,53061051301.0
47,47,5YJ3E1EB4K,Snohomish,Bothell,WA,98012.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,1.0,477006547,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061052009.0
48,48,5YJYGDEF4L,King,Seattle,WA,98117.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,36.0,230172001,POINT (-122.37275 47.68968),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003100.0
49,49,5UX43EU04R,Snohomish,Bothell,WA,98021.0,2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,0,1.0,255641109,POINT (-122.179458 47.802589),PUGET SOUND ENERGY INC,53061051918.0
50,50,1N4AZ0CP7D,Kitsap,Bainbridge Island,WA,98110.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,23.0,223809904,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035090901.0
51,51,1N4AZ0CP8D,Snohomish,Lynnwood,WA,98036.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,1.0,1313588,POINT (-122.316675 47.819365),PUGET SOUND ENERGY INC,53061051913.0
52,52,1N4AZ1CP0K,Kitsap,Silverdale,WA,98383.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,23.0,257935366,POINT (-122.668076 47.665978),PUGET SOUND ENERGY INC,53035091302.0
54,54,5YJXCAE21H,Chelan,Wenatchee,WA,98801.0,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,12.0,194104263,POINT (-120.32009 47.42255),PUD NO 1 OF CHELAN COUNTY,53007961001.0
55,55,5YJ3E1EB9L,Yakima,Yakima,WA,98901.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,15.0,104342528,POINT (-120.500225 46.6043),PACIFICORP,53077001601.0
56,56,5YJ3E1EBXL,Snohomish,Bothell,WA,98012.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,21.0,106295451,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061051927.0
57,57,1G1FW6S00J,Snohomish,Everett,WA,98203.0,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,38.0,474516955,POINT (-122.213105 47.95479),PUGET SOUND ENERGY INC,53061040900.0
58,58,3C3CFFGE4H,Spokane,Spokane,WA,99203.0,2017,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,6.0,253915385,POINT (-117.425265 47.635365),MODERN ELECTRIC WATER COMPANY,53063004400.0
59,59,5YJYGDEE6L,Snohomish,Bothell,WA,98012.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,44.0,127521726,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061052007.0
60,60,5YJ3E1EA2K,Grant,Moses Lake,WA,98837.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,13.0,171036680,POINT (-119.2599876 47.1240154),PUD NO 2 OF GRANT COUNTY,53025011001.0
61,61,JTDKN3DP0D,Skagit,Anacortes,WA,98221.0,2013,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,0,40.0,189658199,POINT (-122.615305 48.501275),PUGET SOUND ENERGY INC,53057940201.0
62,62,1G1FX6S04H,Snohomish,Edmonds,WA,98020.0,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,32.0,104156608,POINT (-122.37507 47.80807),PUGET SOUND ENERGY INC,53061050800.0
63,63,1N4AZ1BP7L,Snohomish,Bothell,WA,98012.0,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,0,1.0,253110133,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061051935.0
64,64,1C4JJXR61M,Snohomish,Brier,WA,98036.0,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,1.0,200754851,POINT (-122.316675 47.819365),PUGET SOUND ENERGY INC,53061051913.0
65,65,5YJ3E1EA6J,Snohomish,Bothell,WA,98012.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,44.0,123278620,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061052007.0
66,66,5YJSA1H26F,Chelan,Wenatchee,WA,98801.0,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,12.0,218643260,POINT (-120.32009 47.42255),PUD NO 1 OF CHELAN COUNTY,53007960700.0
67,67,5YJ3E1EA1L,Snohomish,Marysville,WA,98270.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,44.0,115226303,POINT (-122.17673 48.05542),PUGET SOUND ENERGY INC,53061052710.0
68,68,5YJ3E1EB3J,Yakima,Yakima,WA,98908.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,14.0,249214024,POINT (-120.6027202 46.5965625),PACIFICORP,53077001000.0
69,69,JN1AZ0CP1B,Stevens,Colville,WA,99114.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,7.0,224165630,POINT (-117.90431 48.547075),AVISTA CORP,53065950200.0
70,70,5YJ3E1EA9L,Snohomish,Monroe,WA,98272.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,39.0,150141141,POINT (-121.972215 47.85674),PUGET SOUND ENERGY INC,53061052203.0
72,72,5UXTA6C02P,Snohomish,Marysville,WA,98271.0,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,38.0,216625013,POINT (-122.1713847 48.10433),PUGET SOUND ENERGY INC,53061052808.0
73,73,1N4AZ0CP4F,Snohomish,Snohomish,WA,98296.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,44.0,126363296,POINT (-122.15134 47.8851158),PUGET SOUND ENERGY INC,53061052121.0
74,74,WMWXP3C0XM,King,Seattle,WA,98103.0,2021,MINI,HARDTOP,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,110,0,36.0,148378170,POINT (-122.34301 47.659185),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001800.0
75,75,1N4AZ0CPXD,Snohomish,Edmonds,WA,98020.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,21.0,250710337,POINT (-122.37507 47.80807),PUGET SOUND ENERGY INC,53061050501.0
76,76,5YJYGDEE8L,Snohomish,Bothell,WA,98021.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,1.0,116609923,POINT (-122.179458 47.802589),PUGET SOUND ENERGY INC,53061051937.0
77,77,LPSED3KA9M,King,Seattle,WA,98112.0,2021,POLESTAR,PS2,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,233,0,37.0,251159583,POINT (-122.30764 47.62523),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007700.0
78,78,JTDKN3DP4C,Snohomish,Monroe,WA,98272.0,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,0,39.0,181401818,POINT (-121.972215 47.85674),PUGET SOUND ENERGY INC,53061052204.0
79,79,1N4AZ0CP8F,Walla Walla,College Place,WA,99324.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,16.0,101753753,POINT (-118.38409 46.043895),PACIFICORP,53071920302.0
80,80,1C4JJXR67N,Chelan,Wenatchee,WA,98801.0,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,12.0,217916443,POINT (-120.32009 47.42255),PUD NO 1 OF CHELAN COUNTY,53007961200.0
81,81,1N4AZ1CP2J,Snohomish,Edmonds,WA,98020.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,21.0,288268921,POINT (-122.37507 47.80807),PUGET SOUND ENERGY INC,53061050300.0
82,82,1G1RB6S56H,Snohomish,Lynnwood,WA,98037.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,32.0,193950627,POINT (-122.297265 47.84182),PUGET SOUND ENERGY INC,53061051702.0
83,83,KNDCC3LG0N,Whitman,Pullman,WA,99163.0,2022,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,9.0,182136783,POINT (-117.17912 46.730885),AVISTA CORP,53075000400.0
84,84,WBY7Z4C51J,Island,Clinton,WA,98236.0,2018,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,0,10.0,228913702,POINT (-122.359364 47.9796552),PUGET SOUND ENERGY INC,53029972100.0
85,85,1G1FZ6S02L,Thurston,Yelm,WA,98597.0,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,20.0,144925595,POINT (-122.61023 46.94126),PUGET SOUND ENERGY INC,53067012531.0
86,86,7SAYGDEE8P,Snohomish,Bothell,WA,98021.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1.0,229544038,POINT (-122.179458 47.802589),PUGET SOUND ENERGY INC,53061051937.0
87,87,KNDCE3LG2K,Island,Coupeville,WA,98239.0,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,10.0,476710321,POINT (-122.6880708 48.2179983),PUGET SOUND ENERGY INC,53029971100.0
88,88,1FADP5CU2D,Spokane,Spokane,WA,99223.0,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,6.0,262502586,POINT (-117.369705 47.62637),MODERN ELECTRIC WATER COMPANY,53063004800.0
89,89,5UXKT0C53J,Island,Oak Harbor,WA,98277.0,2018,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13,0,10.0,267649546,POINT (-122.6788673 48.2897314),PUGET SOUND ENERGY INC,53029970100.0
90,90,WA1F2AFY0M,Kitsap,Poulsbo,WA,98370.0,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,23.0,220326459,POINT (-122.64177 47.737525),PUGET SOUND ENERGY INC,53035090502.0
91,91,1C4JJXR60P,Thurston,Olympia,WA,98501.0,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,22.0,251533761,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067010100.0
92,92,WBY8P6C51K,Stevens,Loon Lake,WA,99148.0,2019,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,153,0,7.0,478044206,POINT (-117.63454 48.05954),NO KNOWN ELECTRIC UTILITY SERVICE,53065951301.0
93,93,1N4BZ0CP2H,Spokane,Spokane,WA,99203.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,6.0,189245045,POINT (-117.425265 47.635365),MODERN ELECTRIC WATER COMPANY,53063004200.0
94,94,JHMZC5F31J,Whitman,Pullman,WA,99163.0,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,9.0,229458680,POINT (-117.17912 46.730885),AVISTA CORP,53075000100.0
95,95,KNDJP3AE9G,Walla Walla,Waitsburg,WA,99361.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,16.0,132370066,POINT (-118.15324 46.267955),PACIFICORP,53071920100.0
96,96,1N4BZ0CPXG,Kitsap,Silverdale,WA,98383.0,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,23.0,7923464,POINT (-122.668076 47.665978),PUGET SOUND ENERGY INC,53035091201.0
97,97,1G1FZ6S08K,Snohomish,Snohomish,WA,98296.0,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,44.0,244161970,POINT (-122.15134 47.8851158),PUGET SOUND ENERGY INC,53061052122.0
98,98,5UXTA6C04N,Snohomish,Mukilteo,WA,98275.0,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,21.0,186128057,POINT (-122.299965 47.94171),PUGET SOUND ENERGY INC,53061042005.0
99,99,WVWKR7AU7H,King,Seattle,WA,98177.0,2017,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,0,36.0,244432926,POINT (-122.382425 47.77279),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001600.0
100,100,KL8CK6S04G,Clark,Vancouver,WA,98685.0,2016,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,0,18.0,128753712,POINT (-122.70302 45.703706),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040908.0
101,101,7SAYGAEE0N,King,Kirkland,WA,98033.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48.0,203210864,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603.0
102,102,5LMYJ9YYXN,King,Kirkland,WA,98033.0,2022,LINCOLN,AVIATOR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,48.0,208337475,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022703.0
